"Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Coffe Type Name ,Roast Type,Roast Type Name ,Size,Unit Price,Sales,Loyalty Card"
"NOK-50349-551,03-Mar-21,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,United States,Rob,Robusta,D,Dark,0.50,$5.37,$16.11,Yes"
"YIS-96268-844,11-Feb-20,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,United States,Exc,Excelsa,L,Light,0.20,$4.46,$26.73,Yes"
"CXI-04933-855,27-Apr-19,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,United States,Exc,Excelsa,L,Light,2.50,$34.16,$204.93,Yes"
"IZU-90429-382,26-Mar-22,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,United States,Ara,Arabica,L,Light,1.00,$12.95,$38.85,Yes"
"WIT-40912-783,28-Sep-20,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,United States,Lib,Liberica,D,Dark,0.20,$3.89,$15.54,Yes"
"PSD-57291-590,24-Oct-19,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,United States,Ara,Arabica,M,Medium,0.50,$6.75,$6.75,No"
"GOI-41472-677,04-Aug-21,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,United States,Exc,Excelsa,D,Dark,2.50,$27.95,$111.78,Yes"
"KTX-17944-494,29-Dec-19,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,United States,Ara,Arabica,L,Light,0.20,$3.89,$3.89,Yes"
"RDM-99811-230,27-Nov-19,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,United Kingdom,Lib,Liberica,M,Medium,0.20,$4.37,$21.83,No"
"JTU-55897-581,29-Feb-20,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,United States,Rob,Robusta,M,Medium,0.20,$2.99,$14.93,No"
"CRK-07584-240,31-Jan-21,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,United States,Ara,Arabica,M,Medium,1.00,$11.25,$33.75,Yes"
"MKE-75518-399,17-Jun-22,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,United Kingdom,Ara,Arabica,M,Medium,1.00,$11.25,$33.75,No"
"AEL-51169-725,03-Feb-20,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,United States,Lib,Liberica,M,Medium,0.20,$4.37,$26.19,Yes"
"ZGM-83108-823,25-Jan-22,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,Ireland,Exc,Excelsa,L,Light,1.00,$14.85,$14.85,No"
"JBP-78754-392,30-Apr-20,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,United States,Exc,Excelsa,M,Medium,2.50,$31.63,$189.75,Yes"
"RNH-54912-747,01-May-21,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,United States,Rob,Robusta,M,Medium,0.50,$5.97,$5.97,Yes"
"JDS-33440-914,28-Oct-21,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,United Kingdom,Rob,Robusta,M,Medium,1.00,$9.95,$29.85,Yes"
"SYX-48878-182,29-Aug-21,47725-34771-FJ,R-D-1,5,Stacy Pickworth,,United States,Rob,Robusta,D,Dark,1.00,$8.95,$44.75,No"
"ZGD-94763-868,27-Dec-19,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,United States,Exc,Excelsa,L,Light,2.50,$34.16,$34.16,Yes"
"CZY-70361-485,25-Jun-19,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,Ireland,Exc,Excelsa,L,Light,2.50,$34.16,$204.93,No"
"RJR-12175-899,02-Mar-19,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$21.87,No"
"ELB-07929-407,02-Jan-22,54004-04664-AA,A-M-2.5,2,Tess Bennison,tbennison8u@google.cn,United States,Ara,Arabica,M,Medium,2.50,$25.88,$51.75,Yes"
"UJQ-54441-340,30-Jul-19,26822-19510-SD,E-M-0.2,2,Gabie Tweed,gtweed8v@yolasite.com,United States,Exc,Excelsa,M,Medium,0.20,$4.13,$8.25,Yes"
"UJQ-54441-340,30-Jul-19,26822-19510-SD,A-L-0.2,5,Gabie Tweed,gtweed8v@yolasite.com,United States,Ara,Arabica,L,Light,0.20,$3.89,$19.43,Yes"
"OWY-43108-475,05-Dec-20,06432-73165-ML,A-M-0.2,6,Gaile Goggin,ggoggin8x@wix.com,Ireland,Ara,Arabica,M,Medium,0.20,$3.38,$20.25,Yes"
"GNO-91911-159,17-Dec-20,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,Ireland,Lib,Liberica,D,Dark,0.50,$7.77,$23.31,No"
"CNY-06284-066,26-Jun-21,63985-64148-MG,E-D-0.2,5,Donica Bonhome,dbonhome8z@shinystat.com,United States,Exc,Excelsa,D,Dark,0.20,$3.65,$18.23,Yes"
"OQS-46321-904,20-Jul-19,19597-91185-CM,E-M-1,1,Diena Peetermann,,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$13.75,No"
"IBW-87442-480,14-Jul-22,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,United States,Ara,Arabica,L,Light,2.50,$29.79,$29.79,Yes"
"DGZ-82537-477,14-Aug-20,43439-94003-DW,R-D-1,5,Flynn Antony,,United States,Rob,Robusta,D,Dark,1.00,$8.95,$44.75,No"
"LPS-39089-432,24-Apr-19,97655-45555-LI,R-D-1,5,Baudoin Alldridge,balldridge93@yandex.ru,United States,Rob,Robusta,D,Dark,1.00,$8.95,$44.75,Yes"
"MQU-86100-929,04-Jun-19,64418-01720-VW,L-L-0.5,4,Homer Dulany,,United States,Lib,Liberica,L,Light,0.50,$9.51,$38.04,Yes"
"XUR-14132-391,08-Aug-22,96836-09258-RI,R-D-0.5,4,Lisa Goodger,lgoodger95@guardian.co.uk,United States,Rob,Robusta,D,Dark,0.50,$5.37,$21.48,Yes"
"OVI-27064-381,13-Nov-19,37274-08534-FM,R-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,Rob,Robusta,D,Dark,0.50,$5.37,$16.11,No"
"SHP-17012-870,07-Jun-20,69529-07533-CV,R-M-2.5,1,Corine Drewett,cdrewett97@wikipedia.org,United States,Rob,Robusta,M,Medium,2.50,$22.89,$22.89,Yes"
"FDY-03414-903,12-Aug-19,94840-49457-UD,A-D-0.5,3,Quinn Parsons,qparsons98@blogtalkradio.com,United States,Ara,Arabica,D,Dark,0.50,$5.97,$17.91,Yes"
"WXT-85291-143,04-Sep-19,81414-81273-DK,R-M-0.5,4,Vivyan Ceely,vceely99@auda.org.au,United States,Rob,Robusta,M,Medium,0.50,$5.97,$23.88,Yes"
"QNP-18893-547,04-Oct-19,76930-61689-CH,R-L-1,5,Elonore Goodings,,United States,Rob,Robusta,L,Light,1.00,$11.95,$59.75,No"
"DOH-92927-530,24-Feb-20,12839-56537-TQ,L-L-0.2,6,Clement Vasiliev,cvasiliev9b@discuz.net,United States,Lib,Liberica,L,Light,0.20,$4.76,$28.53,Yes"
"HGJ-82768-173,26-Aug-21,62741-01322-HU,A-M-1,4,Terencio O'Moylan,tomoylan9c@liveinternet.ru,United Kingdom,Ara,Arabica,M,Medium,1.00,$11.25,$45.00,No"
"YPT-95383-088,03-Oct-21,43439-94003-DW,E-D-2.5,2,Flynn Antony,,United States,Exc,Excelsa,D,Dark,2.50,$27.95,$55.89,No"
"OYH-16533-767,13-Jun-20,44932-34838-RM,E-L-1,4,Wyatan Fetherston,wfetherston9e@constantcontact.com,United States,Exc,Excelsa,L,Light,1.00,$14.85,$59.40,No"
"DWW-28642-549,01-Mar-21,91181-19412-RQ,E-D-0.2,2,Emmaline Rasmus,erasmus9f@techcrunch.com,United States,Exc,Excelsa,D,Dark,0.20,$3.65,$7.29,Yes"
"CGO-79583-871,04-Mar-19,37182-54930-XC,E-D-0.5,1,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$7.29,Yes"
"TFY-52090-386,13-Oct-19,08613-17327-XT,E-L-0.5,2,Lucienne Scargle,lscargle9h@myspace.com,United States,Exc,Excelsa,L,Light,0.50,$8.91,$17.82,No"
"TFY-52090-386,13-Oct-19,08613-17327-XT,L-D-0.5,5,Lucienne Scargle,lscargle9h@myspace.com,United States,Lib,Liberica,D,Dark,0.50,$7.77,$38.85,No"
"NYY-73968-094,15-Aug-19,70451-38048-AH,R-D-0.5,6,Noam Climance,nclimance9j@europa.eu,United States,Rob,Robusta,D,Dark,0.50,$5.37,$32.22,No"
"QEY-71761-460,29-Nov-21,35442-75769-PL,R-M-1,2,Catarina Donn,,Ireland,Rob,Robusta,M,Medium,1.00,$9.95,$19.90,Yes"
"GKQ-82603-910,19-Jan-20,83737-56117-JE,R-L-1,5,Ameline Snazle,asnazle9l@oracle.com,United States,Rob,Robusta,L,Light,1.00,$11.95,$59.75,No"
"IOB-32673-745,28-May-21,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,rworg9m@arstechnica.com,United States,Ara,Arabica,L,Light,0.50,$7.77,$23.31,Yes"
"YAU-98893-150,15-Jan-22,77043-48851-HG,L-M-1,3,Lewes Danes,ldanes9n@umn.edu,United States,Lib,Liberica,M,Medium,1.00,$14.55,$43.65,No"
"XNM-14163-951,04-Dec-19,78224-60622-KH,E-L-2.5,6,Shelli Keynd,skeynd9o@narod.ru,United States,Exc,Excelsa,L,Light,2.50,$34.16,$204.93,No"
"JPB-45297-000,01-Jul-22,83105-86631-IU,R-L-0.2,4,Dell Daveridge,ddaveridge9p@arstechnica.com,United States,Rob,Robusta,L,Light,0.20,$3.59,$14.34,No"
"MOU-74341-266,07-May-19,99358-65399-TC,A-D-0.5,4,Joshuah Awdry,jawdry9q@utexas.edu,United States,Ara,Arabica,D,Dark,0.50,$5.97,$23.88,No"
"DHJ-87461-571,23-Aug-20,94525-76037-JP,A-M-1,2,Ethel Ryles,eryles9r@fastcompany.com,United States,Ara,Arabica,M,Medium,1.00,$11.25,$22.50,No"
"DKM-97676-850,02-Jun-20,43439-94003-DW,E-D-0.5,5,Flynn Antony,,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$36.45,No"
"UEB-09112-118,30-Jan-20,82718-93677-XO,A-M-0.5,4,Maitilde Boxill,,United States,Ara,Arabica,M,Medium,0.50,$6.75,$27.00,Yes"
"ORZ-67699-748,15-Feb-20,44708-78241-DF,A-M-2.5,6,Jodee Caldicott,jcaldicott9u@usda.gov,United States,Ara,Arabica,M,Medium,2.50,$25.88,$155.25,No"
"JXP-28398-485,11-Jun-21,23039-93032-FN,A-D-2.5,5,Marianna Vedmore,mvedmore9v@a8.net,United States,Ara,Arabica,D,Dark,2.50,$22.89,$114.43,Yes"
"WWH-92259-198,11-Mar-22,35256-12529-FT,L-D-1,4,Willey Romao,wromao9w@chronoengine.com,United States,Lib,Liberica,D,Dark,1.00,$12.95,$51.80,Yes"
"FLR-82914-153,09-Sep-21,86100-33488-WP,A-M-2.5,6,Enriqueta Ixor,,United States,Ara,Arabica,M,Medium,2.50,$25.88,$155.25,No"
"AMB-93600-000,14-May-19,64435-53100-WM,A-L-2.5,1,Tomasina Cotmore,tcotmore9y@amazonaws.com,United States,Ara,Arabica,L,Light,2.50,$29.79,$29.79,No"
"FEP-36895-658,08-Apr-19,44699-43836-UH,R-L-0.2,6,Yuma Skipsey,yskipsey9z@spotify.com,United Kingdom,Rob,Robusta,L,Light,0.20,$3.59,$21.51,No"
"RXW-91413-276,15-Aug-20,29588-35679-RG,R-D-2.5,2,Nicko Corps,ncorpsa0@gmpg.org,United States,Rob,Robusta,D,Dark,2.50,$20.59,$41.17,No"
"RXW-91413-276,15-Aug-20,29588-35679-RG,R-M-0.5,1,Nicko Corps,ncorpsa0@gmpg.org,United States,Rob,Robusta,M,Medium,0.50,$5.97,$5.97,No"
"SDB-77492-188,05-May-22,64815-54078-HH,E-L-1,5,Feliks Babber,fbabbera2@stanford.edu,United States,Exc,Excelsa,L,Light,1.00,$14.85,$74.25,Yes"
"RZN-65182-395,27-Mar-21,59572-41990-XY,L-M-1,6,Kaja Loxton,kloxtona3@opensource.org,United States,Lib,Liberica,M,Medium,1.00,$14.55,$87.30,No"
"HDQ-86094-507,27-Apr-19,32481-61533-ZJ,E-D-1,6,Parker Tofful,ptoffula4@posterous.com,United States,Exc,Excelsa,D,Dark,1.00,$12.15,$72.90,Yes"
"YXO-79631-417,25-Sep-21,31587-92570-HL,L-D-0.5,1,Casi Gwinnett,cgwinnetta5@behance.net,United States,Lib,Liberica,D,Dark,0.50,$7.77,$7.77,No"
"SNF-57032-096,13-Feb-20,93832-04799-ID,E-D-0.5,6,Saree Ellesworth,,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$43.74,No"
"DGL-29648-995,16-Jul-21,59367-30821-ZQ,L-M-0.2,2,Silvio Iorizzi,,United States,Lib,Liberica,M,Medium,0.20,$4.37,$8.73,Yes"
"GPU-65651-504,11-May-22,83947-45528-ET,E-M-2.5,2,Leesa Flaonier,lflaoniera8@wordpress.org,United States,Exc,Excelsa,M,Medium,2.50,$31.63,$63.25,No"
"OJU-34452-896,04-Feb-19,60799-92593-CX,E-L-0.5,1,Abba Pummell,,United States,Exc,Excelsa,L,Light,0.50,$8.91,$8.91,Yes"
"GZS-50547-887,05-Feb-19,61600-55136-UM,E-D-1,2,Corinna Catcheside,ccatchesideaa@macromedia.com,United States,Exc,Excelsa,D,Dark,1.00,$12.15,$24.30,Yes"
"ESR-54041-053,24-May-22,59771-90302-OF,A-L-0.5,6,Cortney Gibbonson,cgibbonsonab@accuweather.com,United States,Ara,Arabica,L,Light,0.50,$7.77,$46.62,Yes"
"OGD-10781-526,04-Oct-20,16880-78077-FB,R-L-0.5,6,Terri Farra,tfarraac@behance.net,United States,Rob,Robusta,L,Light,0.50,$7.17,$43.02,No"
"FVH-29271-315,30-Jun-22,74415-50873-FC,A-D-0.5,3,Corney Curme,,Ireland,Ara,Arabica,D,Dark,0.50,$5.97,$17.91,Yes"
"BNZ-20544-633,21-Oct-20,31798-95707-NR,L-L-0.5,4,Gothart Bamfield,gbamfieldae@yellowpages.com,United States,Lib,Liberica,L,Light,0.50,$9.51,$38.04,Yes"
"FUX-85791-078,16-Oct-20,59122-08794-WT,A-M-0.2,2,Waylin Hollingdale,whollingdaleaf@about.me,United States,Ara,Arabica,M,Medium,0.20,$3.38,$6.75,Yes"
"YXP-20078-116,23-Sep-20,37238-52421-JJ,R-M-0.5,1,Judd De Leek,jdeag@xrea.com,United States,Rob,Robusta,M,Medium,0.50,$5.97,$5.97,Yes"
"VQV-59984-866,08-Mar-19,48854-01899-FN,R-D-0.2,3,Vanya Skullet,vskulletah@tinyurl.com,Ireland,Rob,Robusta,D,Dark,0.20,$2.69,$8.06,No"
"JEH-37276-048,30-Jun-21,80896-38819-DW,A-L-0.5,3,Jany Rudeforth,jrudeforthai@wunderground.com,Ireland,Ara,Arabica,L,Light,0.50,$7.77,$23.31,Yes"
"VYD-28555-589,13-Aug-19,29814-01459-RC,R-L-0.5,6,Ashbey Tomaszewski,atomaszewskiaj@answers.com,United Kingdom,Rob,Robusta,L,Light,0.50,$7.17,$43.02,Yes"
"WUG-76466-650,22-Feb-21,43439-94003-DW,L-D-0.5,3,Flynn Antony,,United States,Lib,Liberica,D,Dark,0.50,$7.77,$23.31,No"
"RJV-08261-583,26-Mar-22,48497-29281-FE,A-D-0.2,5,Pren Bess,pbessal@qq.com,United States,Ara,Arabica,D,Dark,0.20,$2.99,$14.93,Yes"
"PMR-56062-609,10-Jan-20,43605-12616-YH,E-D-0.5,3,Elka Windress,ewindressam@marketwatch.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$21.87,No"
"XLD-12920-505,01-May-19,21907-75962-VB,E-L-0.5,6,Marty Kidstoun,,United States,Exc,Excelsa,L,Light,0.50,$8.91,$53.46,Yes"
"UBW-50312-037,09-Feb-20,69503-12127-YD,A-L-2.5,4,Nickey Dimbleby,,United States,Ara,Arabica,L,Light,2.50,$29.79,$119.14,No"
"QAW-05889-019,29-Dec-21,68810-07329-EU,L-M-0.5,5,Virgil Baumadier,vbaumadierap@google.cn,United States,Lib,Liberica,M,Medium,0.50,$8.73,$43.65,Yes"
"EPT-12715-397,09-Sep-20,08478-75251-OG,A-D-0.2,6,Lenore Messenbird,,United States,Ara,Arabica,D,Dark,0.20,$2.99,$17.91,Yes"
"DHT-93810-053,16-Sep-21,17005-82030-EA,E-L-1,5,Shirleen Welds,sweldsar@wired.com,United States,Exc,Excelsa,L,Light,1.00,$14.85,$74.25,Yes"
"DMY-96037-963,26-Oct-20,42179-95059-DO,L-D-0.2,3,Maisie Sarvar,msarvaras@artisteer.com,United States,Lib,Liberica,D,Dark,0.20,$3.89,$11.66,Yes"
"MBM-55936-917,12-Mar-19,55989-39849-WO,L-D-0.5,3,Andrej Havick,ahavickat@nsw.gov.au,United States,Lib,Liberica,D,Dark,0.50,$7.77,$23.31,Yes"
"TPA-93614-840,18-Feb-21,28932-49296-TM,E-D-0.5,2,Sloan Diviny,sdivinyau@ask.com,United States,Exc,Excelsa,D,Dark,0.50,$7.29,$14.58,Yes"
"WDM-77521-710,29-Oct-20,86144-10144-CB,A-M-0.5,2,Itch Norquoy,inorquoyav@businessweek.com,United States,Ara,Arabica,M,Medium,0.50,$6.75,$13.50,No"
"EIP-19142-462,06-Sep-21,60973-72562-DQ,E-L-1,6,Anson Iddison,aiddisonaw@usa.gov,United States,Exc,Excelsa,L,Light,1.00,$14.85,$89.10,No"
"EIP-19142-462,06-Sep-21,60973-72562-DQ,A-L-0.2,1,Anson Iddison,aiddisonaw@usa.gov,United States,Ara,Arabica,L,Light,0.20,$3.89,$3.89,No"
"ZZL-76364-387,09-Sep-20,11263-86515-VU,R-L-2.5,4,Randal Longfield,rlongfielday@bluehost.com,United States,Rob,Robusta,L,Light,2.50,$27.49,$109.94,No"
"GMF-18638-786,26-Sep-21,60004-62976-NI,L-D-0.5,6,Gregorius Kislingbury,gkislingburyaz@samsung.com,United States,Lib,Liberica,D,Dark,0.50,$7.77,$46.62,Yes"
"TDJ-20844-787,05-Nov-20,77876-28498-HI,A-L-0.5,5,Xenos Gibbons,xgibbonsb0@artisteer.com,United States,Ara,Arabica,L,Light,0.50,$7.77,$38.85,No"
"BWK-39400-446,12-Sep-19,61302-06948-EH,L-D-0.5,4,Fleur Parres,fparresb1@imageshack.us,United States,Lib,Liberica,D,Dark,0.50,$7.77,$31.08,Yes"
"LCB-02099-995,31-Jul-19,06757-96251-UH,A-D-0.2,6,Gran Sibray,gsibrayb2@wsj.com,United States,Ara,Arabica,D,Dark,0.20,$2.99,$17.91,Yes"
"UBA-43678-174,15-Mar-19,44530-75983-OD,E-D-2.5,6,Ingelbert Hotchkin,ihotchkinb3@mit.edu,United Kingdom,Exc,Excelsa,D,Dark,2.50,$27.95,$167.67,No"
"UDH-24280-432,16-May-21,44865-58249-RY,L-L-1,4,Neely Broadberrie,nbroadberrieb4@gnu.org,United States,Lib,Liberica,L,Light,1.00,$15.85,$63.40,No"
"IDQ-20193-502,06-May-19,36021-61205-DF,L-M-0.2,2,Rutger Pithcock,rpithcockb5@yellowbook.com,United States,Lib,Liberica,M,Medium,0.20,$4.37,$8.73,Yes"
"DJG-14442-608,06-Feb-19,75716-12782-SS,R-D-1,3,Gale Croysdale,gcroysdaleb6@nih.gov,United States,Rob,Robusta,D,Dark,1.00,$8.95,$26.85,Yes"
"DWB-61381-370,09-Apr-21,11812-00461-KH,L-L-0.2,2,Benedetto Gozzett,bgozzettb7@github.com,United States,Lib,Liberica,L,Light,0.20,$4.76,$9.51,No"
"FRD-17347-990,20-May-20,46681-78850-ZW,A-D-1,4,Tania Craggs,tcraggsb8@house.gov,Ireland,Ara,Arabica,D,Dark,1.00,$9.95,$39.80,No"
"YPP-27450-525,02-Dec-20,01932-87052-KO,E-M-0.5,3,Leonie Cullrford,lcullrfordb9@xing.com,United States,Exc,Excelsa,M,Medium,0.50,$8.25,$24.75,Yes"
"EFC-39577-424,08-Aug-21,16046-34805-ZF,E-M-1,5,Auguste Rizon,arizonba@xing.com,United States,Exc,Excelsa,M,Medium,1.00,$13.75,$68.75,Yes"
"LAW-80062-016,03-Feb-22,34546-70516-LR,E-M-0.5,6,Lorin Guerrazzi,,Ireland,Exc,Excelsa,M,Medium,0.50,$8.25,$49.50,No"
"WKL-27981-758,08-Apr-22,73699-93557-FZ,A-M-2.5,2,Felice Miell,fmiellbc@spiegel.de,United States,Ara,Arabica,M,Medium,2.50,$25.88,$51.75,Yes"
"VRT-39834-265,07-Jan-21,86686-37462-CK,L-L-1,3,Hamish Skeech,,Ireland,Lib,Liberica,L,Light,1.00,$15.85,$47.55,Yes"
"QTC-71005-730,02-Sep-21,14298-02150-KH,A-L-0.2,4,Giordano Lorenzin,,United States,Ara,Arabica,L,Light,0.20,$3.89,$15.54,No"
"TNX-09857-717,04-Nov-21,48675-07824-HJ,L-M-1,6,Harwilll Bishell,,United States,Lib,Liberica,M,Medium,1.00,$14.55,$87.30,Yes"
"JZV-43874-185,02-Aug-21,18551-80943-YQ,A-M-1,5,Freeland Missenden,,United States,Ara,Arabica,M,Medium,1.00,$11.25,$56.25,Yes"
"ICF-17486-106,27-Jan-20,19196-09748-DB,L-L-2.5,1,Waylan Springall,wspringallbh@jugem.jp,United States,Lib,Liberica,L,Light,2.50,$36.46,$36.46,Yes"
"BMK-49520-383,03-Dec-19,72233-08665-IP,R-L-0.2,3,Kiri Avramow,,United States,Rob,Robusta,L,Light,0.20,$3.59,$10.76,Yes"
"HTS-15020-632,06-Aug-19,53817-13148-RK,R-M-0.2,3,Gregg Hawkyens,ghawkyensbj@census.gov,United States,Rob,Robusta,M,Medium,0.20,$2.99,$8.96,No"
"YLE-18247-749,11-Mar-20,92227-49331-QR,A-L-0.5,3,Reggis Pracy,,United States,Ara,Arabica,L,Light,0.50,$7.77,$23.31,Yes"
"KJJ-12573-591,18-Sep-21,12997-41076-FQ,A-L-2.5,1,Paula Denis,,United States,Ara,Arabica,L,Light,2.50,$29.79,$29.79,Yes"
"RGU-43561-950,07-Nov-20,44220-00348-MB,A-L-2.5,5,Broderick McGilvra,bmcgilvrabm@so-net.ne.jp,United States,Ara,Arabica,L,Light,2.50,$29.79,$148.93,Yes"
"JSN-73975-443,27-Jun-22,93047-98331-DD,L-M-0.5,1,Annabella Danzey,adanzeybn@github.com,United States,Lib,Liberica,M,Medium,0.50,$8.73,$8.73,Yes"
"WNR-71736-993,05-Feb-20,16880-78077-FB,L-D-0.5,4,Terri Farra,tfarraac@behance.net,United States,Lib,Liberica,D,Dark,0.50,$7.77,$31.08,No"
"WNR-71736-993,05-Feb-20,16880-78077-FB,A-D-2.5,6,Terri Farra,tfarraac@behance.net,United States,Ara,Arabica,D,Dark,2.50,$22.89,$137.31,No"
"HNI-91338-546,07-Feb-20,67285-75317-XI,A-D-0.5,5,Nevins Glowacz,,United States,Ara,Arabica,D,Dark,0.50,$5.97,$29.85,No"
"CYH-53243-218,18-Dec-20,88167-57964-PH,R-M-0.5,3,Adelice Isabell,,United States,Rob,Robusta,M,Medium,0.50,$5.97,$17.91,No"
"SVD-75407-177,23-Aug-21,16106-36039-QS,E-L-0.5,3,Yulma Dombrell,ydombrellbs@dedecms.com,United States,Exc,Excelsa,L,Light,0.50,$8.91,$26.73,Yes"
"NVN-66443-451,20-Aug-21,98921-82417-GN,R-D-1,2,Alric Darth,adarthbt@t.co,United States,Rob,Robusta,D,Dark,1.00,$8.95,$17.90,No"
"JUA-13580-095,01-Apr-19,55265-75151-AK,R-L-0.2,4,Manuel Darrigoe,mdarrigoebu@hud.gov,Ireland,Rob,Robusta,L,Light,0.20,$3.59,$14.34,Yes"
"ACY-56225-839,28-Jan-21,47386-50743-FG,A-M-2.5,3,Kynthia Berick,,United States,Ara,Arabica,M,Medium,2.50,$25.88,$77.63,Yes"
"QBB-07903-622,21-Oct-19,32622-54551-UC,R-L-1,5,Minetta Ackrill,mackrillbw@bandcamp.com,United States,Rob,Robusta,L,Light,1.00,$11.95,$59.75,No"
"JLJ-81802-619,20-Jun-21,16880-78077-FB,A-L-1,6,Terri Farra,tfarraac@behance.net,United States,Ara,Arabica,L,Light,1.00,$12.95,$77.70,No"
"HFT-77191-168,04-Nov-21,48419-02347-XP,R-D-0.2,2,Melosa Kippen,mkippenby@dion.ne.jp,United States,Rob,Robusta,D,Dark,0.20,$2.69,$5.37,Yes"
"SZR-35951-530,05-Apr-21,14121-20527-OJ,E-D-2.5,3,Witty Ranson,wransonbz@ted.com,Ireland,Exc,Excelsa,D,Dark,2.50,$27.95,$83.84,Yes"
"IKL-95976-565,09-Dec-19,53486-73919-BQ,A-M-1,2,Rod Gowdie,,United States,Ara,Arabica,M,Medium,1.00,$11.25,$22.50,No"
"XEY-48929-474,02-Jan-22,21889-94615-WT,L-M-2.5,6,Lemuel Rignold,lrignoldc1@miibeian.gov.cn,United States,Lib,Liberica,M,Medium,2.50,$33.47,$200.79,Yes"
"SQT-07286-736,08-Dec-19,87726-16941-QW,A-M-1,6,Nevsa Fields,,United States,Ara,Arabica,M,Medium,1.00,$11.25,$67.50,No"
"QDU-45390-361,28-Nov-21,03677-09134-BC,E-M-0.5,1,Chance Rowthorn,crowthornc3@msn.com,United States,Exc,Excelsa,M,Medium,0.50,$8.25,$8.25,No"
"RUJ-30649-712,11-Mar-22,93224-71517-WV,L-L-0.2,2,Orly Ryland,orylandc4@deviantart.com,United States,Lib,Liberica,L,Light,0.20,$4.76,$9.51,Yes"
"WSV-49732-075,17-Jan-21,76263-95145-GJ,L-D-2.5,1,Willabella Abramski,,United States,Lib,Liberica,D,Dark,2.50,$29.79,$29.79,No"
"VJF-46305-323,18-Jan-19,68555-89840-GZ,L-D-0.5,2,Morgen Seson,msesonck@census.gov,United States,Lib,Liberica,D,Dark,0.50,$7.77,$15.54,No"
"CXD-74176-600,07-Apr-19,70624-19112-AO,E-L-0.5,4,Chickie Ragless,craglessc7@webmd.com,Ireland,Exc,Excelsa,L,Light,0.50,$8.91,$35.64,No"
"ADX-50674-975,03-Feb-21,58916-61837-QH,A-M-2.5,4,Freda Hollows,fhollowsc8@blogtalkradio.com,United States,Ara,Arabica,M,Medium,2.50,$25.88,$103.50,Yes"
"RRP-51647-420,18-Apr-19,89292-52335-YZ,E-D-1,3,Livy Lathleiff,llathleiffc9@nationalgeographic.com,Ireland,Exc,Excelsa,D,Dark,1.00,$12.15,$36.45,Yes"
"PKJ-99134-523,07-Jul-21,77284-34297-YY,R-L-0.5,5,Koralle Heads,kheadsca@jalbum.net,United States,Rob,Robusta,L,Light,0.50,$7.17,$35.85,No"
"FZQ-29439-457,23-Feb-21,50449-80974-BZ,E-L-0.2,5,Theo Bowne,tbownecb@unicef.org,Ireland,Exc,Excelsa,L,Light,0.20,$4.46,$22.28,Yes"
"USN-68115-161,10-Aug-21,08120-16183-AW,E-M-0.2,6,Rasia Jacquemard,rjacquemardcc@acquirethisname.com,Ireland,Exc,Excelsa,M,Medium,0.20,$4.13,$24.75,No"
